PlayerID,GameGenre,PlayerLevel,InGamePurchases,PlayTimeHours,Churn_Probability,DefaultActionPlan
9021,Sports,36,0,16.16768979311812,0.03139999881386757,Community & Social (Guild Invites / New Feature Previews)
9022,Sports,81,0,10.44812618560384,0.8792999982833862,Emergency Retention (VIP Giftcode / Comeback Energy)
9023,Strategy,40,0,17.959834855223,0.044599998742341995,Community & Social (Guild Invites / New Feature Previews)
9024,Sports,1,0,22.56472310015379,0.026499999687075615,Community & Social (Guild Invites / New Feature Previews)
9025,Sports,1,0,10.311459919262395,0.7671999931335449,Engagement Push (Daily Login Boost / Double EXP)
9026,Strategy,71,0,4.898342485762538,0.041999999433755875,Community & Social (Guild Invites / New Feature Previews)
9027,Sports,59,0,14.5944246415276,0.008999999612569809,Community & Social (Guild Invites / New Feature Previews)
9028,Simulation,2,0,3.218365077668621,0.011900000274181366,Community & Social (Guild Invites / New Feature Previews)
9029,Sports,85,0,4.128575768252703,0.8744000196456909,Emergency Retention (VIP Giftcode / Comeback Energy)
9030,Simulation,35,0,22.85867253938618,0.9567000269889832,Emergency Retention (VIP Giftcode / Comeback Energy)
9031,Sports,50,1,3.374945771843211,0.05700000002980232,Community & Social (Guild Invites / New Feature Previews)
9032,Action,48,0,14.527638765802958,0.8895000219345093,Emergency Retention (VIP Giftcode / Comeback Energy)
9033,Simulation,62,0,18.964324125931693,0.019500000402331352,Community & Social (Guild Invites / New Feature Previews)
9034,Strategy,24,0,11.72896470228836,0.9552000164985657,Emergency Retention (VIP Giftcode / Comeback Energy)
9035,RPG,24,0,17.491258097283612,0.022199999541044235,Community & Social (Guild Invites / New Feature Previews)
9036,Action,79,0,13.776451193864396,0.02280000038444996,Community & Social (Guild Invites / New Feature Previews)
9037,Strategy,26,0,23.958349383365025,0.02459999918937683,Community & Social (Guild Invites / New Feature Previews)
9038,Action,14,0,1.9080071501124567,0.04479999840259552,Community & Social (Guild Invites / New Feature Previews)
9039,Sports,52,0,5.560105967959029,0.021199999377131462,Community & Social (Guild Invites / New Feature Previews)
9040,Strategy,93,1,13.714087008439236,0.026900000870227814,Community & Social (Guild Invites / New Feature Previews)
9041,RPG,76,0,12.283925798967,0.018300000578165054,Community & Social (Guild Invites / New Feature Previews)
9042,Action,88,0,2.244646562637268,0.04039999842643738,Community & Social (Guild Invites / New Feature Previews)
9043,RPG,98,0,13.153809578502678,0.019700000062584877,Community & Social (Guild Invites / New Feature Previews)
9044,Action,10,0,2.61963355317819,0.016499999910593033,Community & Social (Guild Invites / New Feature Previews)
9045,RPG,34,0,16.58532904749496,0.03310000151395798,Community & Social (Guild Invites / New Feature Previews)
9046,RPG,45,0,15.65317440909562,0.025100000202655792,Community & Social (Guild Invites / New Feature Previews)
9047,Strategy,73,0,1.5959787198659905,0.8355000019073486,Emergency Retention (VIP Giftcode / Comeback Energy)
9048,Sports,51,0,11.198056677031936,0.04039999842643738,Community & Social (Guild Invites / New Feature Previews)
9049,Sports,31,0,17.06770113669252,0.03500000014901161,Community & Social (Guild Invites / New Feature Previews)
9050,RPG,22,0,19.216494885917577,0.031199999153614044,Community & Social (Guild Invites / New Feature Previews)
9051,Sports,19,0,0.8741881074057289,0.03819999843835831,Community & Social (Guild Invites / New Feature Previews)
9052,Simulation,64,0,11.216713856822746,0.029100000858306885,Community & Social (Guild Invites / New Feature Previews)
9053,Simulation,95,1,23.70289731941193,0.9284999966621399,Emergency Retention (VIP Giftcode / Comeback Energy)
9054,RPG,6,1,9.210122598314191,0.04690000042319298,Community & Social (Guild Invites / New Feature Previews)
9055,RPG,8,1,12.818930926253454,0.026599999517202377,Community & Social (Guild Invites / New Feature Previews)
9056,Simulation,20,0,7.181065650658029,0.036400001496076584,Community & Social (Guild Invites / New Feature Previews)
9057,Simulation,88,1,1.3216351452681234,0.020400000736117363,Community & Social (Guild Invites / New Feature Previews)
9058,Simulation,73,0,21.68627463251469,0.024800000712275505,Community & Social (Guild Invites / New Feature Previews)
9059,Strategy,46,0,15.154138638867636,0.05649999901652336,Community & Social (Guild Invites / New Feature Previews)
9060,Action,27,0,12.55512156935372,0.03519999980926514,Community & Social (Guild Invites / New Feature Previews)
9061,Strategy,35,0,19.463563663701805,0.03229999914765358,Community & Social (Guild Invites / New Feature Previews)
9062,Simulation,76,0,3.529623978015405,0.05950000137090683,Community & Social (Guild Invites / New Feature Previews)
9063,Action,10,0,20.855935292615897,0.030899999663233757,Community & Social (Guild Invites / New Feature Previews)
9064,Sports,38,0,14.627357000797517,0.9309999942779541,Emergency Retention (VIP Giftcode / Comeback Energy)
9065,Simulation,80,1,17.00264693146226,0.023499999195337296,Community & Social (Guild Invites / New Feature Previews)
9066,Simulation,58,0,14.896177519430692,0.029899999499320984,Community & Social (Guild Invites / New Feature Previews)
9067,Sports,26,0,19.752971845981367,0.045099999755620956,Community & Social (Guild Invites / New Feature Previews)
9068,Action,3,0,19.025309404996168,0.04969999939203262,Community & Social (Guild Invites / New Feature Previews)
9069,Simulation,72,1,13.724648498671089,0.0203000009059906,Community & Social (Guild Invites / New Feature Previews)
9070,Action,29,0,20.16071100731581,0.025200000032782555,Community & Social (Guild Invites / New Feature Previews)
9071,Strategy,45,0,18.85035866001133,0.022199999541044235,Community & Social (Guild Invites / New Feature Previews)
9072,RPG,46,1,12.082181787612544,0.03500000014901161,Community & Social (Guild Invites / New Feature Previews)
9073,Strategy,12,0,2.2623788685222417,0.03280000016093254,Community & Social (Guild Invites / New Feature Previews)
9074,RPG,91,1,20.812949081354795,0.023499999195337296,Community & Social (Guild Invites / New Feature Previews)
9075,Simulation,23,0,9.00911457935074,0.029899999499320984,Community & Social (Guild Invites / New Feature Previews)
9076,Strategy,9,1,19.663555948593377,0.9262999892234802,Emergency Retention (VIP Giftcode / Comeback Energy)
9077,Strategy,15,1,18.53536572246272,0.9397000074386597,Emergency Retention (VIP Giftcode / Comeback Energy)
9078,Sports,33,1,2.040757120839902,0.02850000001490116,Community & Social (Guild Invites / New Feature Previews)
9079,RPG,15,0,6.534987238893371,0.968500018119812,Emergency Retention (VIP Giftcode / Comeback Energy)
9080,RPG,24,1,19.8608123586172,0.9731000065803528,Emergency Retention (VIP Giftcode / Comeback Energy)
9081,Simulation,14,0,13.981026479981786,0.026499999687075615,Community & Social (Guild Invites / New Feature Previews)
9082,Sports,40,0,7.743327855210592,0.034699998795986176,Community & Social (Guild Invites / New Feature Previews)
9083,Sports,73,1,3.7993760618991423,0.04399999976158142,Community & Social (Guild Invites / New Feature Previews)
9084,RPG,14,0,10.391518408495156,0.04230000078678131,Community & Social (Guild Invites / New Feature Previews)
9085,Sports,4,0,15.07465364685181,0.014800000004470348,Community & Social (Guild Invites / New Feature Previews)
9086,Action,89,1,8.45765169975634,0.021400000900030136,Community & Social (Guild Invites / New Feature Previews)
9087,Simulation,78,0,14.432201516019694,0.932200014591217,Emergency Retention (VIP Giftcode / Comeback Energy)
9088,Strategy,40,0,19.501707922419776,0.017400000244379044,Community & Social (Guild Invites / New Feature Previews)
9089,RPG,11,1,6.496475465416331,0.023600000888109207,Community & Social (Guild Invites / New Feature Previews)
9090,Sports,59,0,2.1494952130714235,0.03550000116229057,Community & Social (Guild Invites / New Feature Previews)
9091,Sports,76,0,4.31332838120464,0.9333999752998352,Emergency Retention (VIP Giftcode / Comeback Energy)
9092,Sports,77,1,5.694275828168046,0.9172999858856201,Emergency Retention (VIP Giftcode / Comeback Energy)
9093,Simulation,80,0,3.1093326260751075,0.9175000190734863,Emergency Retention (VIP Giftcode / Comeback Energy)
9094,Strategy,33,1,9.744040836920972,0.9279999732971191,Emergency Retention (VIP Giftcode / Comeback Energy)
9095,Sports,3,0,7.838044518431901,0.03660000115633011,Community & Social (Guild Invites / New Feature Previews)
9096,Strategy,61,1,9.208410715098555,0.929099977016449,Emergency Retention (VIP Giftcode / Comeback Energy)
9097,Strategy,1,0,8.644038308703859,0.032600000500679016,Community & Social (Guild Invites / New Feature Previews)
9098,Simulation,54,0,5.970601392200956,0.02459999918937683,Community & Social (Guild Invites / New Feature Previews)
9099,Sports,65,0,15.377172223047586,0.029899999499320984,Community & Social (Guild Invites / New Feature Previews)
9100,Sports,89,0,5.80504022403155,0.3528999984264374,Community & Social (Guild Invites / New Feature Previews)
9101,Strategy,53,0,22.350824629219,0.05490000173449516,Community & Social (Guild Invites / New Feature Previews)
9102,Sports,54,0,7.648375781283178,0.9458000063896179,Emergency Retention (VIP Giftcode / Comeback Energy)
9103,Simulation,38,0,22.876692544657125,0.04100000113248825,Community & Social (Guild Invites / New Feature Previews)
9104,Sports,22,0,4.557998876469405,0.03269999846816063,Community & Social (Guild Invites / New Feature Previews)
9105,Sports,73,1,2.0673841286865047,0.03709999844431877,Community & Social (Guild Invites / New Feature Previews)
9106,Sports,56,0,7.383373195576563,0.030500000342726707,Community & Social (Guild Invites / New Feature Previews)
9107,Simulation,45,0,7.733396192629242,0.021400000900030136,Community & Social (Guild Invites / New Feature Previews)
9108,Strategy,75,1,19.40450332244644,0.033399999141693115,Community & Social (Guild Invites / New Feature Previews)
9109,Strategy,2,0,18.55396821448505,0.03530000150203705,Community & Social (Guild Invites / New Feature Previews)
9110,Sports,10,0,4.456026910768445,0.029600000008940697,Community & Social (Guild Invites / New Feature Previews)
9111,Simulation,5,0,22.14322250875968,0.03099999949336052,Community & Social (Guild Invites / New Feature Previews)
9112,Sports,88,0,8.499982200955518,0.028699999675154686,Community & Social (Guild Invites / New Feature Previews)
9113,Simulation,72,0,23.694606600294044,0.8098999857902527,Emergency Retention (VIP Giftcode / Comeback Energy)
9114,Simulation,42,0,23.165252611397225,0.021199999377131462,Community & Social (Guild Invites / New Feature Previews)
9115,Strategy,34,0,6.549913698732847,0.031300000846385956,Community & Social (Guild Invites / New Feature Previews)
9116,Action,24,0,10.825598338043754,0.0215000007301569,Community & Social (Guild Invites / New Feature Previews)
9117,Action,12,1,20.277652343428397,0.038100000470876694,Community & Social (Guild Invites / New Feature Previews)
9118,RPG,52,0,7.245611011215005,0.9348999857902527,Emergency Retention (VIP Giftcode / Comeback Energy)
9119,RPG,23,0,10.776915901085236,0.019300000742077827,Community & Social (Guild Invites / New Feature Previews)
9120,Action,48,1,4.622791147216765,0.022299999371170998,Community & Social (Guild Invites / New Feature Previews)
9121,Strategy,69,0,11.929378551497177,0.028599999845027924,Community & Social (Guild Invites / New Feature Previews)
9122,RPG,19,0,6.566794339859006,0.9243999719619751,Emergency Retention (VIP Giftcode / Comeback Energy)
9123,Action,77,0,2.7313181997200733,0.026000000536441803,Community & Social (Guild Invites / New Feature Previews)
9124,Strategy,35,0,16.591687482718527,0.0333000011742115,Community & Social (Guild Invites / New Feature Previews)
9125,RPG,8,0,8.583797272700018,0.021400000900030136,Community & Social (Guild Invites / New Feature Previews)
9126,RPG,76,0,12.763140085923611,0.018699999898672104,Community & Social (Guild Invites / New Feature Previews)
9127,Action,85,0,13.297752190463775,0.012600000016391277,Community & Social (Guild Invites / New Feature Previews)
9128,RPG,49,0,14.173755660725837,0.029200000688433647,Community & Social (Guild Invites / New Feature Previews)
9129,Strategy,92,0,18.49464367093109,0.3109000027179718,Community & Social (Guild Invites / New Feature Previews)
9130,Action,76,1,17.223879815467022,0.03060000017285347,Community & Social (Guild Invites / New Feature Previews)
9131,Strategy,5,0,18.224655455153925,0.9438999891281128,Emergency Retention (VIP Giftcode / Comeback Energy)
9132,RPG,13,0,19.48783440802375,0.03440000116825104,Community & Social (Guild Invites / New Feature Previews)
9133,Strategy,54,0,9.483212067452136,0.029600000008940697,Community & Social (Guild Invites / New Feature Previews)
9134,Sports,49,0,19.047461153319887,0.9502000212669373,Emergency Retention (VIP Giftcode / Comeback Energy)
9135,Simulation,58,1,8.612156614530551,0.6406000256538391,Engagement Push (Daily Login Boost / Double EXP)
9136,RPG,15,0,9.987578341053728,0.9535999894142151,Emergency Retention (VIP Giftcode / Comeback Energy)
9137,Sports,45,0,21.65638259550117,0.03869999945163727,Community & Social (Guild Invites / New Feature Previews)
9138,Simulation,96,0,16.209307153657114,0.01269999984651804,Community & Social (Guild Invites / New Feature Previews)
9139,Action,72,1,5.990720486362284,0.29919999837875366,Community & Social (Guild Invites / New Feature Previews)
9140,Simulation,81,0,15.973762574875895,0.944100022315979,Emergency Retention (VIP Giftcode / Comeback Energy)
9141,Action,64,0,3.683183597785032,0.019300000742077827,Community & Social (Guild Invites / New Feature Previews)
9142,Sports,54,1,6.252455837162762,0.019899999722838402,Community & Social (Guild Invites / New Feature Previews)
9143,Simulation,82,1,1.3485441645161362,0.024399999529123306,Community & Social (Guild Invites / New Feature Previews)
9144,RPG,87,1,16.331728199932105,0.014999999664723873,Community & Social (Guild Invites / New Feature Previews)
9145,Sports,4,1,22.755435580784155,0.04259999841451645,Community & Social (Guild Invites / New Feature Previews)
9146,Simulation,60,0,22.397026414328703,0.03099999949336052,Community & Social (Guild Invites / New Feature Previews)
9147,Strategy,23,0,19.3903095458206,0.9269999861717224,Emergency Retention (VIP Giftcode / Comeback Energy)
9148,Strategy,8,0,3.84468318202322,0.08190000057220459,Community & Social (Guild Invites / New Feature Previews)
9149,Action,95,0,20.256331595040905,0.4602999985218048,Community & Social (Guild Invites / New Feature Previews)
9150,Sports,40,0,0.0696432580417916,0.048500001430511475,Community & Social (Guild Invites / New Feature Previews)
9151,Strategy,13,0,21.99256342919033,0.031599998474121094,Community & Social (Guild Invites / New Feature Previews)
9152,Simulation,95,0,16.89538519745816,0.8777999877929688,Emergency Retention (VIP Giftcode / Comeback Energy)
9153,RPG,49,1,4.200586153886301,0.020600000396370888,Community & Social (Guild Invites / New Feature Previews)
9154,Action,45,0,13.54125180437538,0.02850000001490116,Community & Social (Guild Invites / New Feature Previews)
9155,Simulation,39,0,15.047202136340912,0.03909999877214432,Community & Social (Guild Invites / New Feature Previews)
9156,Action,82,0,6.43544723306335,0.03180000185966492,Community & Social (Guild Invites / New Feature Previews)
9157,Strategy,36,0,20.427872446354915,0.035100001841783524,Community & Social (Guild Invites / New Feature Previews)
9158,Sports,91,1,12.306317179031524,0.02459999918937683,Community & Social (Guild Invites / New Feature Previews)
9159,RPG,66,1,13.545984293255724,0.028699999675154686,Community & Social (Guild Invites / New Feature Previews)
9160,Strategy,26,0,21.26668304303152,0.05209999904036522,Community & Social (Guild Invites / New Feature Previews)
9161,Sports,2,0,15.711803560774973,0.026900000870227814,Community & Social (Guild Invites / New Feature Previews)
9162,RPG,33,0,14.159710470426695,0.03519999980926514,Community & Social (Guild Invites / New Feature Previews)
9163,Sports,80,0,3.02265403529026,0.0430000014603138,Community & Social (Guild Invites / New Feature Previews)
9164,Strategy,4,0,13.000048094097826,0.965499997138977,Emergency Retention (VIP Giftcode / Comeback Energy)
9165,RPG,55,1,21.93431700858416,0.7580000162124634,Engagement Push (Daily Login Boost / Double EXP)
9166,Simulation,32,0,14.55648155952392,0.02419999986886978,Community & Social (Guild Invites / New Feature Previews)
9167,Strategy,81,0,6.831045096377894,0.03350000083446503,Community & Social (Guild Invites / New Feature Previews)
9168,Action,61,0,19.89311377371636,0.015799999237060547,Community & Social (Guild Invites / New Feature Previews)
9169,RPG,7,0,10.42417873030862,0.05400000140070915,Community & Social (Guild Invites / New Feature Previews)
9170,Sports,79,0,1.899978614861616,0.025100000202655792,Community & Social (Guild Invites / New Feature Previews)
9171,Strategy,83,0,11.597118678148016,0.03020000085234642,Community & Social (Guild Invites / New Feature Previews)
9172,Sports,56,1,18.27652465418603,0.061400000005960464,Community & Social (Guild Invites / New Feature Previews)
9173,Simulation,67,0,22.044392327303783,0.03290000185370445,Community & Social (Guild Invites / New Feature Previews)
9174,Sports,67,0,15.948489997170093,0.04149999842047691,Community & Social (Guild Invites / New Feature Previews)
9175,Strategy,5,0,20.12914668256816,0.9297000169754028,Emergency Retention (VIP Giftcode / Comeback Energy)
9176,RPG,49,1,17.9931805634337,0.9563999772071838,Emergency Retention (VIP Giftcode / Comeback Energy)
9177,Strategy,20,1,4.372198464901213,0.03880000114440918,Community & Social (Guild Invites / New Feature Previews)
9178,Action,3,0,23.620041289280746,0.046799998730421066,Community & Social (Guild Invites / New Feature Previews)
9179,Action,61,0,1.354730944210508,0.025499999523162842,Community & Social (Guild Invites / New Feature Previews)
9180,Sports,23,0,6.574572253509393,0.03350000083446503,Community & Social (Guild Invites / New Feature Previews)
9181,Sports,16,0,18.321743627753676,0.0406000018119812,Community & Social (Guild Invites / New Feature Previews)
9182,Strategy,10,0,3.216007888051876,0.024800000712275505,Community & Social (Guild Invites / New Feature Previews)
9183,Sports,64,0,13.631729677404424,0.9332000017166138,Emergency Retention (VIP Giftcode / Comeback Energy)
9184,Sports,62,0,15.13612279233146,0.026799999177455902,Community & Social (Guild Invites / New Feature Previews)
9185,Sports,36,0,16.499476486422957,0.04470000043511391,Community & Social (Guild Invites / New Feature Previews)
9186,RPG,79,0,3.85561961786126,0.019200000911951065,Community & Social (Guild Invites / New Feature Previews)
9187,Action,74,1,4.978798830139363,0.042500000447034836,Community & Social (Guild Invites / New Feature Previews)
9188,RPG,49,0,2.974934186662944,0.8802000284194946,Emergency Retention (VIP Giftcode / Comeback Energy)
9189,Strategy,67,0,4.110147347154558,0.03480000048875809,Community & Social (Guild Invites / New Feature Previews)
9190,Simulation,64,0,19.99260066954823,0.03319999948143959,Community & Social (Guild Invites / New Feature Previews)
9191,Action,14,0,2.729469336219645,0.027499999850988388,Community & Social (Guild Invites / New Feature Previews)
9192,Strategy,84,1,9.63459187601608,0.8557999730110168,Emergency Retention (VIP Giftcode / Comeback Energy)
9193,Sports,29,1,0.3702480485716846,0.03610000014305115,Community & Social (Guild Invites / New Feature Previews)
9194,Simulation,68,0,18.325518833316803,0.014700000174343586,Community & Social (Guild Invites / New Feature Previews)
9195,Simulation,52,0,22.97264608486355,0.041200000792741776,Community & Social (Guild Invites / New Feature Previews)
9196,Simulation,62,1,7.184139994380142,0.9452999830245972,Emergency Retention (VIP Giftcode / Comeback Energy)
9197,RPG,39,1,7.317818788521064,0.9516000151634216,Emergency Retention (VIP Giftcode / Comeback Energy)
9198,Strategy,54,1,13.774599336278328,0.02800000086426735,Community & Social (Guild Invites / New Feature Previews)
9199,RPG,50,0,3.146993267598288,0.9232000112533569,Emergency Retention (VIP Giftcode / Comeback Energy)
9200,RPG,75,0,14.448485059584431,0.017500000074505806,Community & Social (Guild Invites / New Feature Previews)
9201,Action,71,0,13.206464671501784,0.07599999755620956,Community & Social (Guild Invites / New Feature Previews)
9202,RPG,26,0,9.581422959226586,0.032999999821186066,Community & Social (Guild Invites / New Feature Previews)
9203,Sports,55,0,16.82033324174349,0.0430000014603138,Community & Social (Guild Invites / New Feature Previews)
9204,Simulation,45,0,13.04654124266425,0.012299999594688416,Community & Social (Guild Invites / New Feature Previews)
9205,Strategy,54,0,20.25525908465932,0.03180000185966492,Community & Social (Guild Invites / New Feature Previews)
9206,RPG,26,0,17.44815007107466,0.9362999796867371,Emergency Retention (VIP Giftcode / Comeback Energy)
9207,Strategy,94,0,13.928841782702174,0.03539999946951866,Community & Social (Guild Invites / New Feature Previews)
9208,Action,10,0,7.61448463495335,0.9395999908447266,Emergency Retention (VIP Giftcode / Comeback Energy)
9209,Simulation,44,1,0.6899550435470942,0.042399998754262924,Community & Social (Guild Invites / New Feature Previews)
9210,Action,68,0,8.911863426695152,0.9222999811172485,Emergency Retention (VIP Giftcode / Comeback Energy)
9211,RPG,30,0,18.55274687578926,0.9506999850273132,Emergency Retention (VIP Giftcode / Comeback Energy)
9212,Strategy,12,0,21.391703085862,0.03500000014901161,Community & Social (Guild Invites / New Feature Previews)
9213,Action,87,0,20.423897033001715,0.0364999994635582,Community & Social (Guild Invites / New Feature Previews)
9214,Simulation,47,1,8.868238178525782,0.9377999901771545,Emergency Retention (VIP Giftcode / Comeback Energy)
9215,RPG,72,0,0.7170876441501903,0.017799999564886093,Community & Social (Guild Invites / New Feature Previews)
9216,RPG,92,1,22.499660632378887,0.023900000378489494,Community & Social (Guild Invites / New Feature Previews)
9217,Simulation,85,0,16.407666343253425,0.023600000888109207,Community & Social (Guild Invites / New Feature Previews)
9218,Action,25,0,11.509506149071033,0.02590000070631504,Community & Social (Guild Invites / New Feature Previews)
9219,Strategy,78,0,18.68207056827901,0.037700001150369644,Community & Social (Guild Invites / New Feature Previews)
9220,Simulation,33,0,2.146500572209561,0.045899998396635056,Community & Social (Guild Invites / New Feature Previews)
9221,Action,42,0,2.087579756279476,0.006399999838322401,Community & Social (Guild Invites / New Feature Previews)
9222,Sports,90,0,16.97257122809584,0.021700000390410423,Community & Social (Guild Invites / New Feature Previews)
9223,Action,33,0,1.623253181653097,0.030899999663233757,Community & Social (Guild Invites / New Feature Previews)
9224,Action,45,0,1.1785839800921911,0.04879999905824661,Community & Social (Guild Invites / New Feature Previews)
9225,Sports,50,0,17.286697607074213,0.039900001138448715,Community & Social (Guild Invites / New Feature Previews)
9226,Simulation,61,0,17.79411288336275,0.01679999940097332,Community & Social (Guild Invites / New Feature Previews)
9227,Simulation,14,0,9.90698720356799,0.9298999905586243,Emergency Retention (VIP Giftcode / Comeback Energy)
9228,Action,82,0,9.398654752872655,0.6236000061035156,Engagement Push (Daily Login Boost / Double EXP)
9229,Sports,61,0,10.608533609506894,0.011500000022351742,Community & Social (Guild Invites / New Feature Previews)
9230,Strategy,26,0,8.856054521931455,0.03680000081658363,Community & Social (Guild Invites / New Feature Previews)
9231,Action,81,0,10.707680703625662,0.8826000094413757,Emergency Retention (VIP Giftcode / Comeback Energy)
9232,Strategy,58,0,4.453186248993083,0.9398000240325928,Emergency Retention (VIP Giftcode / Comeback Energy)
9233,RPG,4,1,14.015747922351792,0.9423999786376953,Emergency Retention (VIP Giftcode / Comeback Energy)
9234,Simulation,88,1,12.409088586391764,0.04050000011920929,Community & Social (Guild Invites / New Feature Previews)
9235,Action,69,0,15.972033037206106,0.021700000390410423,Community & Social (Guild Invites / New Feature Previews)
9236,Action,5,0,4.381658634610372,0.9248999953269958,Emergency Retention (VIP Giftcode / Comeback Energy)
9237,Sports,91,1,2.1331622085625748,0.9330999851226807,Emergency Retention (VIP Giftcode / Comeback Energy)
9238,Sports,3,0,19.34566527732695,0.033799998462200165,Community & Social (Guild Invites / New Feature Previews)
9239,RPG,24,0,21.698472616540517,0.039500001817941666,Community & Social (Guild Invites / New Feature Previews)
9240,Sports,90,0,4.129688542183922,0.4666999876499176,Community & Social (Guild Invites / New Feature Previews)
9241,Strategy,88,1,9.98472880220081,0.025599999353289604,Community & Social (Guild Invites / New Feature Previews)
9242,Sports,42,0,17.404774401438523,0.9417999982833862,Emergency Retention (VIP Giftcode / Comeback Energy)
9243,Sports,52,0,12.586931645419732,0.03889999911189079,Community & Social (Guild Invites / New Feature Previews)
9244,Action,96,0,13.605657669675177,0.026399999856948853,Community & Social (Guild Invites / New Feature Previews)
9245,Sports,54,0,8.210817815441171,0.03449999913573265,Community & Social (Guild Invites / New Feature Previews)
9246,Action,6,0,2.8794355360014148,0.0348999984562397,Community & Social (Guild Invites / New Feature Previews)
9247,Strategy,49,1,23.05222849282748,0.029400000348687172,Community & Social (Guild Invites / New Feature Previews)
9248,RPG,56,0,17.84181542715376,0.04450000077486038,Community & Social (Guild Invites / New Feature Previews)
9249,RPG,17,1,7.702088004425916,0.6700999736785889,Engagement Push (Daily Login Boost / Double EXP)
9250,Action,62,0,17.154279799063623,0.9337999820709229,Emergency Retention (VIP Giftcode / Comeback Energy)
9251,RPG,40,0,9.378216853442584,0.9050999879837036,Emergency Retention (VIP Giftcode / Comeback Energy)
9252,Sports,7,0,4.680904119898592,0.8784999847412109,Emergency Retention (VIP Giftcode / Comeback Energy)
9253,Simulation,94,0,16.269288222360863,0.018699999898672104,Community & Social (Guild Invites / New Feature Previews)
9254,Simulation,96,0,9.85265824315088,0.017400000244379044,Community & Social (Guild Invites / New Feature Previews)
9255,Simulation,82,1,2.763290352533492,0.10949999839067459,Community & Social (Guild Invites / New Feature Previews)
9256,Simulation,92,0,8.012559138925674,0.030700000002980232,Community & Social (Guild Invites / New Feature Previews)
9257,Sports,15,0,9.382503830481472,0.03519999980926514,Community & Social (Guild Invites / New Feature Previews)
9258,Strategy,68,1,9.289914071234358,0.02759999968111515,Community & Social (Guild Invites / New Feature Previews)
9259,Strategy,71,0,13.721984509391987,0.017100000753998756,Community & Social (Guild Invites / New Feature Previews)
9260,RPG,56,1,10.484388577299274,0.9262999892234802,Emergency Retention (VIP Giftcode / Comeback Energy)
9261,Sports,47,1,17.769281534284076,0.06319999694824219,Community & Social (Guild Invites / New Feature Previews)
9262,RPG,5,0,14.95271715871735,0.016200000420212746,Community & Social (Guild Invites / New Feature Previews)
9263,RPG,7,0,12.58329193982178,0.03999999910593033,Community & Social (Guild Invites / New Feature Previews)
9264,Strategy,63,0,18.289154324577385,0.02710000053048134,Community & Social (Guild Invites / New Feature Previews)
9265,Simulation,28,0,22.356748853299987,0.9416000247001648,Emergency Retention (VIP Giftcode / Comeback Energy)
9266,Action,76,1,5.387593847876657,0.03620000183582306,Community & Social (Guild Invites / New Feature Previews)
9267,Sports,93,0,18.980540801877705,0.028999999165534973,Community & Social (Guild Invites / New Feature Previews)
9268,Simulation,25,0,10.33863814913738,0.9218000173568726,Emergency Retention (VIP Giftcode / Comeback Energy)
9269,RPG,71,0,13.60619707608962,0.027300000190734863,Community & Social (Guild Invites / New Feature Previews)
9270,Action,47,0,19.716625789361512,0.027499999850988388,Community & Social (Guild Invites / New Feature Previews)
