PlayerID,Age,Gender,GenreKey,LocationKey,DifficultyKey,RiskTierKey,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,IsChurn,Churn_Probability,TotalWeeklyMinutes,PlayTimePerLevel,AchievementsPerLevel
9124,34,Female,5,4,2,3,16.591687482718527,0,13,124,35,43,0,0.0333000011742115,1612.0,0.474,1.2286
9125,44,Female,2,4,2,3,8.583797272700018,0,11,34,8,11,0,0.021400000900030136,374.0,1.073,1.375
9126,25,Female,2,4,2,3,12.763140085923611,0,7,108,76,1,0,0.018699999898672104,756.0,0.1679,0.0132
9127,42,Female,1,1,1,3,13.297752190463775,0,19,157,85,7,0,0.012600000016391277,2983.0,0.1564,0.0824
9128,39,Female,2,2,1,3,14.173755660725837,0,15,108,49,32,0,0.029200000688433647,1620.0,0.2893,0.6531
9129,47,Female,5,4,1,3,18.49464367093109,0,2,65,92,45,0,0.3109000027179718,130.0,0.201,0.4891
9130,15,Female,1,2,3,3,17.223879815467022,1,5,94,76,14,0,0.03060000017285347,470.0,0.2266,0.1842
9131,41,Female,5,4,2,1,18.224655455153925,0,1,70,5,43,1,0.9438999891281128,70.0,3.6449,8.6
9132,27,Male,2,4,2,3,19.48783440802375,0,16,154,13,27,0,0.03440000116825104,2464.0,1.4991,2.0769
9133,17,Female,5,2,2,3,9.483212067452136,0,7,78,54,36,0,0.029600000008940697,546.0,0.1756,0.6667
9134,20,Male,4,2,1,1,19.047461153319887,0,18,14,49,5,1,0.9502000212669373,252.0,0.3887,0.102
9135,22,Male,3,4,3,2,8.612156614530551,1,13,21,58,19,1,0.6406000256538391,273.0,0.1485,0.3276
9136,41,Male,2,1,1,1,9.987578341053728,0,1,124,15,24,1,0.9535999894142151,124.0,0.6658,1.6
9137,23,Male,4,1,1,3,21.65638259550117,0,7,45,45,42,0,0.03869999945163727,315.0,0.4813,0.9333
9138,47,Male,3,3,2,3,16.209307153657114,0,6,62,96,40,0,0.01269999984651804,372.0,0.1688,0.4167
9139,38,Female,1,2,2,3,5.990720486362284,1,7,43,72,16,0,0.29919999837875366,301.0,0.0832,0.2222
9140,29,Female,3,4,1,1,15.973762574875895,0,1,69,81,14,1,0.944100022315979,69.0,0.1972,0.1728
9141,46,Female,1,1,1,3,3.683183597785032,0,19,42,64,31,0,0.019300000742077827,798.0,0.0575,0.4844
9142,46,Female,4,4,3,3,6.252455837162762,1,8,103,54,36,0,0.019899999722838402,824.0,0.1158,0.6667
9143,38,Male,3,4,3,3,1.3485441645161362,1,3,124,82,4,0,0.024399999529123306,372.0,0.0164,0.0488
9144,26,Male,2,1,3,3,16.331728199932105,1,16,52,87,2,0,0.014999999664723873,832.0,0.1877,0.023
9145,16,Male,4,3,1,3,22.755435580784155,1,12,132,4,4,0,0.04259999841451645,1584.0,5.6889,1.0
9146,17,Male,3,4,1,3,22.397026414328703,0,17,105,60,37,0,0.03099999949336052,1785.0,0.3733,0.6167
9147,31,Female,5,4,1,1,19.3903095458206,0,11,27,23,13,1,0.9269999861717224,297.0,0.8431,0.5652
9148,16,Male,5,2,3,3,3.84468318202322,0,3,159,8,44,1,0.08190000057220459,477.0,0.4806,5.5
9149,16,Male,1,3,1,3,20.256331595040905,0,9,19,95,31,0,0.4602999985218048,171.0,0.2132,0.3263
9150,42,Male,4,2,3,3,0.0696432580417916,0,18,117,40,0,0,0.048500001430511475,2106.0,0.0017,0.0
9151,37,Male,5,1,1,3,21.99256342919033,0,9,138,13,19,0,0.031599998474121094,1242.0,1.6917,1.4615
9152,46,Male,3,3,3,1,16.89538519745816,0,0,140,95,46,1,0.8777999877929688,0.0,0.1778,0.4842
9153,47,Female,2,2,3,3,4.200586153886301,1,19,70,49,44,0,0.020600000396370888,1330.0,0.0857,0.898
9154,15,Male,1,1,1,3,13.54125180437538,0,8,39,45,45,0,0.02850000001490116,312.0,0.3009,1.0
9155,33,Male,3,2,1,3,15.047202136340912,0,11,92,39,43,0,0.03909999877214432,1012.0,0.3858,1.1026
9156,16,Male,1,2,1,3,6.43544723306335,0,9,50,82,18,0,0.03180000185966492,450.0,0.0785,0.2195
9157,40,Female,5,2,2,3,20.427872446354915,0,3,138,36,30,0,0.035100001841783524,414.0,0.5674,0.8333
9158,46,Male,4,2,2,3,12.306317179031524,1,11,179,91,4,0,0.02459999918937683,1969.0,0.1352,0.044
9159,20,Male,2,2,3,3,13.545984293255724,1,12,135,66,49,0,0.028699999675154686,1620.0,0.2052,0.7424
9160,46,Male,5,2,1,3,21.26668304303152,0,18,164,26,41,0,0.05209999904036522,2952.0,0.8179,1.5769
9161,18,Female,4,2,1,3,15.711803560774973,0,11,90,2,5,0,0.026900000870227814,990.0,7.8559,2.5
9162,25,Female,2,4,1,3,14.159710470426695,0,8,110,33,28,0,0.03519999980926514,880.0,0.4291,0.8485
9163,31,Male,4,2,3,3,3.02265403529026,0,12,103,80,13,0,0.0430000014603138,1236.0,0.0378,0.1625
9164,38,Female,5,4,2,1,13.000048094097826,0,0,146,4,13,1,0.965499997138977,0.0,3.25,3.25
9165,19,Male,2,4,2,2,21.93431700858416,1,10,30,55,9,1,0.7580000162124634,300.0,0.3988,0.1636
9166,48,Male,3,1,2,3,14.55648155952392,0,15,133,32,25,0,0.02419999986886978,1995.0,0.4549,0.7813
9167,20,Male,5,4,3,3,6.831045096377894,0,4,166,81,31,0,0.03350000083446503,664.0,0.0843,0.3827
9168,36,Male,1,2,1,3,19.89311377371636,0,11,142,61,48,0,0.015799999237060547,1562.0,0.3261,0.7869
9169,25,Female,2,1,2,3,10.42417873030862,0,13,102,7,40,0,0.05400000140070915,1326.0,1.4892,5.7143
9170,30,Female,4,2,1,3,1.899978614861616,0,5,144,79,13,0,0.025100000202655792,720.0,0.0241,0.1646
9171,47,Male,5,4,2,3,11.597118678148016,0,15,67,83,27,0,0.03020000085234642,1005.0,0.1397,0.3253
9172,23,Male,4,4,2,3,18.27652465418603,1,9,105,56,39,0,0.061400000005960464,945.0,0.3264,0.6964
9173,20,Male,3,4,2,3,22.044392327303783,0,4,98,67,26,0,0.03290000185370445,392.0,0.329,0.3881
9174,30,Male,4,4,2,3,15.948489997170093,0,14,89,67,14,0,0.04149999842047691,1246.0,0.238,0.209
9175,43,Female,5,4,2,1,20.12914668256816,0,3,80,5,41,1,0.9297000169754028,240.0,4.0258,8.2
9176,17,Female,2,2,1,1,17.9931805634337,1,6,24,49,1,1,0.9563999772071838,144.0,0.3672,0.0204
9177,34,Female,5,4,1,3,4.372198464901213,1,16,31,20,20,0,0.03880000114440918,496.0,0.2186,1.0
9178,33,Male,1,3,3,3,23.620041289280746,0,19,105,3,37,0,0.046799998730421066,1995.0,7.8733,12.3333
9179,40,Female,1,2,1,3,1.354730944210508,0,16,47,61,7,0,0.025499999523162842,752.0,0.0222,0.1148
9180,17,Male,4,2,1,3,6.574572253509393,0,18,20,23,19,0,0.03350000083446503,360.0,0.2859,0.8261
9181,33,Female,4,2,1,3,18.321743627753676,0,6,149,16,17,0,0.0406000018119812,894.0,1.1451,1.0625
9182,34,Male,5,2,1,3,3.216007888051876,0,13,50,10,2,0,0.024800000712275505,650.0,0.3216,0.2
9183,46,Male,4,2,1,1,13.631729677404424,0,14,10,64,39,1,0.9332000017166138,140.0,0.213,0.6094
9184,21,Male,4,1,1,3,15.13612279233146,0,9,116,62,3,0,0.026799999177455902,1044.0,0.2441,0.0484
9185,47,Male,4,1,1,3,16.499476486422957,0,15,152,36,5,0,0.04470000043511391,2280.0,0.4583,0.1389
9186,32,Female,2,2,2,3,3.85561961786126,0,14,128,79,24,0,0.019200000911951065,1792.0,0.0488,0.3038
9187,15,Female,1,3,3,3,4.978798830139363,1,16,65,74,23,0,0.042500000447034836,1040.0,0.0673,0.3108
9188,25,Female,2,2,1,1,2.974934186662944,0,1,71,49,48,1,0.8802000284194946,71.0,0.0607,0.9796
9189,42,Male,5,4,1,3,4.110147347154558,0,12,90,67,35,0,0.03480000048875809,1080.0,0.0613,0.5224
9190,39,Male,3,4,2,3,19.99260066954823,0,16,151,64,36,0,0.03319999948143959,2416.0,0.3124,0.5625
9191,37,Female,1,4,1,3,2.729469336219645,0,4,121,14,11,0,0.027499999850988388,484.0,0.195,0.7857
9192,45,Female,5,3,1,1,9.63459187601608,1,5,48,84,15,1,0.8557999730110168,240.0,0.1147,0.1786
9193,44,Male,4,4,1,3,0.3702480485716846,1,19,55,29,30,0,0.03610000014305115,1045.0,0.0128,1.0345
9194,49,Female,3,4,3,3,18.325518833316803,0,9,45,68,49,0,0.014700000174343586,405.0,0.2695,0.7206
9195,21,Female,3,1,2,3,22.97264608486355,0,10,111,52,23,0,0.041200000792741776,1110.0,0.4418,0.4423
9196,30,Female,3,4,1,1,7.184139994380142,1,2,12,62,40,1,0.9452999830245972,24.0,0.1159,0.6452
9197,40,Male,2,4,3,1,7.317818788521064,1,6,36,39,24,1,0.9516000151634216,216.0,0.1876,0.6154
9198,16,Female,5,1,1,3,13.774599336278328,1,14,102,54,44,0,0.02800000086426735,1428.0,0.2551,0.8148
9199,15,Male,2,2,2,1,3.146993267598288,0,3,57,50,14,1,0.9232000112533569,171.0,0.0629,0.28
9200,26,Female,2,2,3,3,14.448485059584431,0,5,175,75,7,0,0.017500000074505806,875.0,0.1926,0.0933
9201,19,Male,1,4,1,3,13.206464671501784,0,13,14,71,48,0,0.07599999755620956,182.0,0.186,0.6761
9202,46,Female,2,2,1,3,9.581422959226586,0,16,84,26,29,0,0.032999999821186066,1344.0,0.3685,1.1154
9203,23,Female,4,1,2,3,16.82033324174349,0,5,88,55,39,0,0.0430000014603138,440.0,0.3058,0.7091
9204,49,Male,3,1,1,3,13.04654124266425,0,14,159,45,28,0,0.012299999594688416,2226.0,0.2899,0.6222
9205,33,Female,5,2,1,3,20.25525908465932,0,12,125,54,26,0,0.03180000185966492,1500.0,0.3751,0.4815
9206,30,Male,2,4,1,1,17.44815007107466,0,1,74,26,15,1,0.9362999796867371,74.0,0.6711,0.5769
9207,17,Male,5,1,1,3,13.928841782702174,0,10,103,94,8,0,0.03539999946951866,1030.0,0.1482,0.0851
9208,34,Male,1,2,1,1,7.61448463495335,0,3,33,10,35,1,0.9395999908447266,99.0,0.7614,3.5
9209,38,Male,3,1,2,3,0.6899550435470942,1,7,60,44,1,0,0.042399998754262924,420.0,0.0157,0.0227
9210,47,Female,1,4,1,1,8.911863426695152,0,8,20,68,12,1,0.9222999811172485,160.0,0.1311,0.1765
9211,38,Male,2,2,2,1,18.55274687578926,0,2,93,30,20,1,0.9506999850273132,186.0,0.6184,0.6667
9212,25,Female,5,3,1,3,21.391703085862,0,15,166,12,42,0,0.03500000014901161,2490.0,1.7826,3.5
9213,22,Male,1,4,1,3,20.423897033001715,0,8,91,87,34,0,0.0364999994635582,728.0,0.2348,0.3908
9214,34,Female,3,3,2,1,8.868238178525782,1,1,168,47,23,1,0.9377999901771545,168.0,0.1887,0.4894
9215,49,Male,2,4,1,3,0.7170876441501903,0,19,32,72,26,0,0.017799999564886093,608.0,0.01,0.3611
9216,39,Male,2,2,1,3,22.499660632378887,1,18,109,92,28,0,0.023900000378489494,1962.0,0.2446,0.3043
9217,49,Female,3,1,1,3,16.407666343253425,0,14,118,85,21,0,0.023600000888109207,1652.0,0.193,0.2471
9218,39,Male,1,4,1,3,11.509506149071033,0,9,76,25,4,0,0.02590000070631504,684.0,0.4604,0.16
9219,43,Female,5,1,1,3,18.68207056827901,0,4,169,78,5,0,0.037700001150369644,676.0,0.2395,0.0641
9220,32,Male,3,4,1,3,2.146500572209561,0,6,172,33,43,0,0.045899998396635056,1032.0,0.065,1.303
9221,32,Male,1,2,2,3,2.087579756279476,0,18,179,42,3,0,0.006399999838322401,3222.0,0.0497,0.0714
9222,16,Female,4,1,2,3,16.97257122809584,0,10,138,90,8,0,0.021700000390410423,1380.0,0.1886,0.0889
9223,49,Female,1,4,1,3,1.623253181653097,0,17,27,33,38,0,0.030899999663233757,459.0,0.0492,1.1515
9224,30,Male,1,4,2,3,1.1785839800921911,0,4,170,45,20,0,0.04879999905824661,680.0,0.0262,0.4444
9225,47,Female,4,3,1,3,17.286697607074213,0,14,150,50,30,0,0.039900001138448715,2100.0,0.3457,0.6
9226,18,Male,3,1,1,3,17.79411288336275,0,3,118,61,45,0,0.01679999940097332,354.0,0.2917,0.7377
9227,47,Male,3,1,2,1,9.90698720356799,0,1,82,14,48,1,0.9298999905586243,82.0,0.7076,3.4286
9228,28,Male,1,2,1,2,9.398654752872655,0,2,121,82,19,1,0.6236000061035156,242.0,0.1146,0.2317
9229,35,Female,4,1,1,3,10.608533609506894,0,19,164,61,47,0,0.011500000022351742,3116.0,0.1739,0.7705
9230,34,Male,5,3,1,3,8.856054521931455,0,15,70,26,29,0,0.03680000081658363,1050.0,0.3406,1.1154
